dt,x,z,theta,vx,vz,wy,T,gimbal
0.00010015106534876634,0.19663304363953457,16.43060570174026,0.007630110357166015,0.09477149956853462,-11.715486953409231,-0.0012689931306871967,28000.010867847694,-4.922817460033977e-07
0.00010015106535806088,0.19664253489188133,16.429432362126345,0.00762998326615178,0.0947672200513345,-11.715908605504255,-0.0012689931362090835,28000.010867847745,-4.922846153147469e-07
0.00010015106536735772,0.1966520257156344,16.428258980283413,0.0076298561751369795,0.09476294060540881,-11.716330257598777,-0.0012689931417310023,28000.010867847795,-4.92287483190579e-07
0.00010015106537665686,0.1966615161108008,16.427085556211466,0.007629729084121615,0.09475866123075756,-11.716751909692789,-0.0012689931472529535,28000.010867847843,-4.922903496308152e-07
0.00010015106538595828,0.19667100607738774,16.425912089910504,0.007629601993105686,0.09475438192738073,-11.7171735617863,-0.0012689931527749367,28000.010867847894,-4.922932146353754e-07
0.00010015106539526201,0.1966804956154023,16.42473858138053,0.0076294749020891905,0.09475010269527834,-11.717595213879303,-0.001268993158296952,28000.01086784795,-4.922960782041813e-07
0.00010015106540456804,0.19668998472485172,16.423565030621532,0.007629347811072131,0.09474582353445037,-11.718016865971805,-0.0012689931638189995,28000.010867847996,-4.922989403371536e-07
0.6999999058451896,0.19669947340574306,16.422391437633518,0.007629220720054507,0.09474154444489684,-11.7184385180638,-0.0012689931693410793,69999.97808675219,-0.007616852947837788
0.00010012482171692476,0.2120407410613448,9.245655237286476,0.006218414865315591,-0.04860527383808751,-8.78649130730971,-0.0027618812435218484,28000.010868194408,-4.176790715165821e-07
0.00010012482172573054,0.2120358742924086,9.2447754703077,0.006218138332448245,-0.04860876063264017,-8.786912843433193,-0.0027618812482056955,28000.01086819446,-4.176533151838078e-07
0.00010012482173453918,0.21203100717436507,9.243895661122616,0.006217861799580406,-0.04861224727212993,-8.78733437955575,-0.0027618812528892533,28000.010868194506,-4.176275568753868e-07
0.00010012482174335071,0.21202613970722978,9.243015809731228,0.006217585266712074,-0.048615733756556784,-8.787755915677378,-0.0027618812575725222,28000.010868194557,-4.176017965912387e-07
0.0001001248217521651,0.2120212718910181,9.242135916133531,0.006217308733843249,-0.048619220085920734,-8.788177451798077,-0.002761881262255503,28000.010868194608,-4.175760343312835e-07
0.00010012482176098237,0.21201640372574573,9.241255980329528,0.00621703220097393,-0.04862270626022178,-8.788598987917851,-0.0027618812669381932,28000.010868194655,-4.175502700954412e-07
0.00010012482176980251,0.2120115352114281,9.24037600231922,0.00621675566810412,-0.048626192279459926,-8.789020524036697,-0.0027618812716205957,28000.010868194706,-4.175245038836315e-07
0.00010012482177862553,0.2120066663480807,9.239495982102607,0.006216479135233813,-0.04862967814363516,-8.78944206015462,-0.002761881276302709,28000.010868194757,-4.1749873569577445e-07
0.00010012482178745142,0.21200179713571912,9.238615919679686,0.006216202602363016,-0.04863316385274749,-8.789863596271612,-0.002761881280984533,28000.010868194804,-4.174729655317898e-07
0.00010012482179628019,0.21199692757435887,9.237735815050458,0.006215926069491726,-0.048636649406796906,-8.790285132387679,-0.0027618812856660684,28000.010868194855,-4.174471933915994e-07
0.00010012482180511183,0.2119920576640155,9.236855668214925,0.006215649536619941,-0.04864013480578341,-8.790706668502818,-0.0027618812903473147,28000.010868194906,-4.1742141927512027e-07
0.6999999057914498,0.21198718740470446,9.235975479173089,0.006215373003747664,-0.048643620049706994,-8.791128204617031,-0.002761881295028272,69999.98481782152,-0.004575768766138385
