dt,x,z,theta,vx,vz,wy,T,gimbal
0.6999998384339641,-4.081136722193708,82.4489615019971,-0.037455368130763854,-0.9778726173248814,-25.43064325574754,-0.01172834594146874,64764.848107390164,0.09326628206680139
0.00010007005092934643,-4.346476342467138,65.38973267077014,-0.03975422032522891,0.22320305652059164,-23.31047858804294,0.005160195298439932,28000.01086843839,5.59828476073755e-06
0.00010007005093003078,-4.346454005411368,65.38739996888901,-0.039753703944219454,0.2232253316102521,-23.31090032562206,0.0051601953611846675,28000.010868438967,5.598063285715976e-06
0.00010007005093071523,-4.346431666126541,65.38506722480454,-0.039753187563203715,0.22324760641064137,-23.311322063189685,0.005160195423926921,28000.01086843954,5.597841796506567e-06
0.6999998786627023,-4.346409324612689,65.38273443851678,-0.03975267118218168,0.2232698809217594,-23.3117438007458,0.005160195486666693,69999.99521142706,0.07115452832496058
0.00010002913349123766,-3.8173650535887003,50.070746027273074,-0.03126345419927335,1.2744985645862918,-20.435325954201346,0.01909471438310744,28000.010872461196,3.383244107486577e-06
0.00010002913349133024,-3.817237565725828,50.068701878249314,-0.031261544171537446,1.2745160757348601,-20.43574735040889,0.01909471442101083,28000.010872461775,3.382858307097533e-06
0.6999998649083602,-3.817110076111383,50.06665768707367,-0.03125963414379775,1.2745335858138078,-20.436168746582982,0.019094714458909895,69999.99775229381,0.028509054490135865
0.00010001533139219819,-2.7364263556261763,36.782687793360154,-0.01593788119485944,1.7881434704213688,-17.516734851926234,0.024681730986387856,28000.01087659565,4.7157681136816527e-07
0.00010001533139227282,-2.736247513418037,36.780935830259025,-0.015935412643355237,1.788152396201631,-17.517155987380946,0.024681730991670328,28000.01087659626,4.7115338118715825e-07
0.6999998630737595,-2.7360686703172514,36.7791838250379,-0.015932944091850507,1.7881613205992302,-17.517577122813613,0.024681730996948058,69999.99860696054,-0.013336803349653367
0.6999998698605867,-1.4946817552219682,25.543389210903875,0.0004293870149314925,1.7319347104879557,-14.584848740876419,0.022067795595624686,69999.99902926617,-0.04446487890836147
0.00010000408825209906,-0.45216295458893585,16.356320154620303,0.012827556578161772,1.2264672042142546,-11.664959072331436,0.013355552599281473,28000.010885436925,-4.340481502145479e-06
0.6999998748883611,-0.4520403032137326,16.35515358996976,0.012828892188020136,1.2264600178785834,-11.665380135435452,0.013355552550666075,69999.99926865306,-0.05861304076797957
0.699999872016908,0.15327520646059123,9.206573492216855,0.01815922605554726,0.4943308716724599,-8.759782680912808,0.001873975507113168,69999.99941495029,-0.05099917282715212
9.999982568247227e-05,0.2627807808964244,4.093110537264698,0.01597398309481225,-0.1778967807133437,-5.849871392479543,-0.008117527965026277,28000.010894385192,-3.419019135078241e-06
0.699999862114648,0.2627629908020243,4.092525530091696,0.01597317134342886,-0.1779057274384805,-5.850292463000196,-0.00811752800331924,69999.99951204078,-0.015839587903427238
0.6999998662376902,0.03624430041273473,1.0223509064384975,0.009204353001739328,-0.45823941218967973,-2.921322507683689,-0.011221956782410376,69999.99958924545,0.05534041798324895
,-0.1195283336975447,-3.1505992656839027e-28,0.005143398492255283,0.01979985204428602,-3.0255294283844467e-29,-0.00038077260469815074,,
